"additional_information","address","agency_id","ages_served","borough","brief_description","building_floor_suite","city","free","genders_served","hours_friday","hours_monday","hours_saturday","hours_sunday","hours_thursday","hours_tuesday","hours_wednesday","intake","low_cost","medicaid","medicare","other_insurances","phone_number","required_documents","site_id","site_languages","site_name","sliding_fee","state","website","zip_code"
,"223 New Jersey Avenue","Grace Baptist Church of Christ",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 485-7600",,"365",,"Grace Baptist Church of Christ",,"NY",,"11207"
,"545 Halsey Street","Crossover Baptist Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"693",,"Crossover Baptist Church",,"NY",,"11203"
,"999 Blake Avenue","Community Healthcare Network","13 and over.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","All","9:00 AM - 5:00 PM","9:00AM - 5:00PM","9:00AM - 4:00PM","CLOSED","9:00 AM - 6:00 PM","9:00 AM - 6:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","TRUE",,,,"(718)-277-8303","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","65","English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.","Community Healthcare Network - Dr Betty Shabazz Health Center","Yes","NY","http://www.chnnyc.org/our-locations/dr-betty-shabazz-health-center","11208"
,"555 West 57th Street #1500","Greater NY Hospitals Association",,"NEW YORK",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 246-7100",,"473",,"Greater NY Hospitals Association",,"NY",,"10019"
,"16 East 16th Street","The Institute for Family Health",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 633-0800",,"437",,"The Institute for Family Health",,"NY",,"10003"
,"West 22nd Street and Surf Avenue","Harlem United","14 and over. Parental consent not required.","BROOKLYN",,,"BROOKLYN","TRUE",,"CLOSED","10:30 AM - 3:00 PM","CLOSED","CLOSED","10:30 AM - 12:00 PM","CLOSED","CLSOED",,"FALSE",,,,"(212) 924-3733","Personal ID is not required but may allow quicker access to services.","84",,"FROST'D - Mobile Van - Coney Island",,"NY",,"11224"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","2040 Forest Ave","Mariners Harbor Family Health Center Clinic",,"STATEN ISLAND",,,"STATEN ISLAND","TRUE",,"8:30 AM - 12:30 PM","CLOSED","CLOSED","CLOSED","8:30 AM - 4:00 PM","10:00 AM - 6:00 PM","CLOSED","Appointment required","TRUE","Yes","Yes","Some insurances accepted, copay may be applied","718-761-2060",,"315",,"Mariners Harbor Family Health Center & Stapleton Child Health Clinic","Yes","NY",,"10303"
,,"Gilead Science",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"681",,"Gilead Science",,,"http://www.gilead.com/",
,"199 Chambers St","The City University of New York",,"MANHATTAN",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"812",,"Borough of Manhattan Community College",,,"www.bmcc.cuny.edu","10007"
,,"Centers for Disease Control and Prevention",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"470",,"Centers for Disease Control and Prevention",,,,
,,"Mobile Health Medical Services",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"388",,"Mobile Health Medical Services",,,,
,"Empire State Plaza, Corning Tower","New York State Health Department",,,,"Room 244","Albany","FALSE",,,,,,,,,,"FALSE",,,,"1-800-541-AIDS",,"482",,"NY State DOH AIDS Institute",,"NY","http://www.health.ny.gov/diseases/aids/","12237"
,"565 Manhattan Avenue","William F. Ryan Community Health Network",,"MANHATTAN",,,"NEW YORK","FALSE",,"9:00am-5:00pm","9:00am-5:00pm",,,"9:00am-5:00pm","9:00am-5:00pm","9:00am-5:00pm",,"TRUE",,,,"212-222-5221","Photo ID is required.","522",,"Ryan/Adair Community Health Center",,"NY","http://www.ryancenter.org/find.htm","10027"
,"1110 Eastern Parkway","Kingsbrook Jewish Medical Center","13 and over. Parental consent not required.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","2nd Floor","BROOKLYN","FALSE","All","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","CLOSED","CLOSED","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","Appointment preferred","FALSE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 735-1900","Personal ID is required.","786","Spanish, French, Creole","Pierre Toussaint Clinic",,"NY",,"11213"
,"97-04 Sutphin Boulevard","Community Healthcare Network","13 and over.","QUEENS","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","1st Floor","JAMAICA","TRUE","All","9:00AM - 5:00PM","10:00AM - 6:00PM","8:30AM - 3:30PM","CLOSED","9:00AM - 5:00PM","9:00AM - 5:00PM","9:00AM - 5:00PM","Walk-ins welcome","TRUE",,,,"(718)-657-7088","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","70","English, Spanish, For more than 150 other languages we use our Language Line, a live telephone translation service.","Community Healthcare Network - Queens Health Center","Yes","NY","http://www.chnnyc.org/our-locations/queens-health-center","11435"
,,"NYC DOHMH",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"402",,"NYC DOHMH STD Control",,,,
,"2285 Adam Clayton Powell Junior Boulevard","Black Leadership Commission on AIDS of New York City",,"MANHATTAN",,"Second Floor","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 694-6290",,"335",,"Black Leadership Commission on AIDS of New York City",,"NY","http://www.nblca.org/","10030"
,"24 West, 25th Street","Latino Commission on AIDS","13 and over.","MANHATTAN",,"9th Floor","NEW YORK","TRUE","All","9:30AM -4PM","9:30AM-7PM","N/A","N/A","9:30AM-7PM","9:30AM-7PM","9:30AM-7PM","Walk-ins welcome","FALSE",,,,"(212) 675-3288","One form of ID","381","Spanish","Latino Commission on AIDS",,"NY",,"10010"
,"2180 THIRD AVENUE","The City University of New York",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"212 396 7729",,"604",,"CUNY School of Public Health",,"NY",,"10035"
,"347 E. 10th Street","Women's Prison Association and Home",,"MANHATTAN",,,"New York","FALSE",,,,,,,,,,"FALSE",,,,"(646)-292-7711",,"837",,"Women's Prison Association and Home",,"New York","www.wpaonline.org","10009"
,"58-20 Little Neck Pkwy","LGBT Network",,"QUEENS",,,"LITTLE NECK","FALSE",,,,,,,,,,"FALSE",,,,"516.323.0011",,"582",,"Q Center",,"NY","http://lgbtnetwork.org/q-center","11362"
,"3960 Broadway, Lab 501","Healthcare Innovation Technology (HIT) Lab",,"MANHATTAN",,"Lab 501","Manhattan","FALSE",,,,,,,,,,"FALSE",,,,"212.543.0100",,"792",,"HIT LAB",,"NY","http://www.hitlab.org/#about-1","10032-1543"
,"1873 Eastern Parkway","Brookdale University Hospital and Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 240-8700",,"33",,"Brookdale Family Care Center - Eastern",,"NY","http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-eastern.html","11233"
,"177 Livingston St","HeartShare Human Services of New York",,"BROOKLYN",,"2nd Fl.","BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 855-7707",,"370",,"HeartShare Human Services of New York",,"NY",,"11201"
,"280 Henry Street","Betances Health Center","Any age","MANHATTAN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"NEW YORK","TRUE","All","10:00 AM- 4:30 PM","10:00 AM- 4:30 PM","CLOSED","CLOSED","10:00 AM- 4:30 PM","10:00 AM- 4:30 PM","10:00 AM- 4:30 PM","Walk-ins welcome","FALSE",,,,"(212) 227-8401","None","334","English, Spanish, Chinese","Betances Health Center",,"NY","http://www.betances.org/","10022"
,,"Faith Walk Enterprises",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"355",,"Faith Walk Enterprises",,,,
,"420 W 145th Street","Convent Avenue Baptist Church",,"MANHATTAN",,,"New York","FALSE",,,,,,,,,,"FALSE",,,,,,"821",,"Convent Avenue Baptist Church",,"NY","https://www.conventchurch.org/","10031"
,"42 Macombe Place","Harlem Pride",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,,,"503",,"Harlem Pride",,"NY",,
,"1545 Atlantic Avenue","Interfaith Medical Center","13 and over.","BROOKLYN",,"Emergency Department","BROOKLYN","TRUE",,"24 Hrs","24 Hrs","24 Hrs","24 Hrs","24 Hrs","24 Hrs","24 Hrs","Walk-ins welcome","FALSE",,,,"718-613-4000","Personal ID is required.","107","offers over 50 languages","Interfaith Medical Center",,"NY",,"11213"
,"1907 Mermaid Avenue","Amethyst Women's Project",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 333-2067",,"328",,"Amethyst Women's Project",,"NY","http://www.awp-ci.org/","11224"
,"105 Riverdale Avenue","Prophetic Praise Ministry",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 783-0246",,"762",,"The Peoples Baptist Church",,"NY",,"11212"
,"506 6th Street","New York Presbyterian Hospital",,"BROOKLYN",,,"BROOKLYN","FALSE",,"12:00AM - 12:00PM","12:00AM - 12:00PM","12:00AM - 12:00PM","12:00AM - 12:00PM","12:00AM - 12:00PM","12:00AM - 12:00PM","12:00AM - 12:00PM",,"FALSE",,,,"(718) 780-3000",,"399",,"NYP - New York Methodist Hospital",,"NY","http://www.nym.org/","11215"
,"71 West 23rd Street","Brightpoint Health",,"MANHATTAN",,"8th floor","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"718-681-8700 x4434",,"628",,"Brightpoint Health - Corporate Office",,"NY","https://brightpointhealth.org/","10010"
,"90-04 161st Street","Community Healthcare Network","13 and above.","QUEENS","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","5th Floor","JAMAICA","TRUE","All","9:00 AM - 5:00 PM","10:00 AM - 6:00 PM","8:30 AM - 3:30 PM","CLOSED","9:00 AM - 5:00 PM","11:00 AM- 7:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","TRUE",,,,"(718)-523-2123 ","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","66","English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.","Community Healthcare Network - Family Health Center","Yes","NY","http://www.chnnyc.org/our-locations/family-health-center","11432"
,,"NYC DOHMH TB Control",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"777",,"NYC DOHMH TB Control",,,"http://www.nyc.gov/html/doh/html/diseases/tbcc.shtml",
,"645 10th Avenue","William F. Ryan Community Health Network",,"MANHATTAN",,,"NEW YORK","FALSE",,"8:30 am - 4:30 pm","8:30 am - 7:00 pm","9:30am-1:00pm",,"8:30 am - 7:00 pm","8:30 am - 4:30 pm","8:30 am - 4:30 pm",,"TRUE",,,,"212-265-4500","Photo ID is required.","521",,"Ryan/Chelsea-Clinton Community Health Center",,"NY","http://www.ryancenter.org/find.htm","10036"
,"140 Bellamy Loop","Alvin Ponder M.D.",,"BRONX",,"Unit 2C","Bronx","FALSE",,,,,,,,,,"FALSE",,,,,,"809",,"Alvin Ponder M.D.",,"NY",,"10475"
,"600 W. 168th St","NYC DOHMH TB Control",,"MANHATTAN",,"3rd Fl.","NEW YORK","FALSE",,"CLOSED","8:30AM - 5:00PM","CLOSED","CLOSED","CLOSED","8:30AM - 5:00PM","CLOSED",,"FALSE",,,,"212-368-4500, 212-690-1348",,"579",,"Washington Heights Chest Center",,"NY","http://www.nyc.gov/html/doh/html/diseases/tbcc.shtml","10032"
,"2134 Richmond Terrace","Community Health Action of Staten Island (CHASI)","13+","STATEN ISLAND","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"STATEN ISLAND","TRUE","All","9:00AM - 4:00PM","9:00AM - 4:00PM","9:00AM - 4:00PM",,"9:00AM - 4:00PM","9:00AM - 4:00PM","9:00AM - 4:00PM","Walk-ins welcome","FALSE",,,,"718-818-1840 / 718-818-1311","None.","534",,"Community Health Action of Staten Island- Community Food Pantry",,"NY","http://chasiny.org","10302"
,"3959 BROADWAY","New York Presbyterian Hospital",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 305-5437",,"538",,"NYP - Morgan Stanley Children's Hospital",,"NY","http://nyp.org/facilities/morgan-stanley.html","10032"
,"355 Bard Ave","Richmond University Medical Center",,"STATEN ISLAND","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.","Main Floor","STATEN ISLAND","TRUE",,"8:30-4","8:30-4","8:30-4","8:30-4","8:30-4","8:30-4","8:30-4","Appointment preferred","FALSE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 818-1234",,"421","All languages","Richmond University Medical Center",,"NY","http://www.rumcsi.org/Main/Home.aspx","10310"
"Medicaid is accepted as full payment; Uninsured may receive care at little or no cost depending on income; Medicare and other insurance plans will be contacted for payment approval and may require patient to cover costs.","2201 Neptune Avenue","HHC Ida G. Israel Community Health Center","13 and over.","BROOKLYN",,,"BROOKLYN","TRUE",,"8:30 AM - 5:00 PM","8:30 AM - 7:00 PM","8:30 AM - 1:00 PM","CLOSED","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","Walk-ins welcome","TRUE","Yes","Yes","Some insurances accepted, copay may be applied","(718) 946-3400",,"98",,"HHC Ida G. Israel Community Health Center","Yes","NY",,"11224"
,"161-21 Jamaica Avenue","AIDS Center of Queens County","13 and over. Parental consent not required.","QUEENS","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","6th Floor","QUEENS","TRUE","All","10:00 AM - 4:00 PM","CLOSED","CLOSED","CLOSED","CLOSED","10:00 AM - 4:00 PM","10:00 AM - 4:00 PM","Walk-ins welcome","FALSE",,,,"(718) 896-2500",,"13","English, Spanish","AIDS Center of Queens County - Main",,"NY","http://www.acqc.org/","11432"
,"279 East 3rd Street","William F. Ryan Community Health Network",,"MANHATTAN",,,"NEW YORK","FALSE",,"8:30 am - 4:30 pm","8:30 am - 7:00 pm","9:30 am - 1:00 pm",,"8:30 am - 7:00 pm","8:30 am - 4:30 pm","8:30 am - 4:30 pm",,"TRUE",,,,"212-477-8500","Photo ID is required.","520",,"Ryan-NENA Community Health Center",,"NY","http://www.ryancenter.org/find.htm","10009"
,"2925 Grand Concourse","BronxWorks",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 295-7160",,"570",,"BronxWorks - Bedford Park Blvd.",,"NY","http://www.bronxworks.org/walk-in-offices","10468"
,,"Praxis Housing Initiatives",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"411",,"Praxis Housing Initiatives",,,,
,,"Community Healthcare Network",,,"TU: Manhattan 14th Street between 2nd and 3rd Avenue, TR: Queens 77th St. and Roosevelt Ave. FR: Manhattan Christopher St. and Greenwich St.",,,"TRUE",,"1:00PM - 9:00PM","CLOSED","CLOSED","CLOSED","12:00PM - 8:00PM","1:00PM - 9:00PM","CLOSED","Walk-ins welcome","TRUE",,,,"(212) 545-2495",,"508",,"Community Healthcare Network - Mobile Unit","Yes",,"http://www.chnnyc.org/find-us/mobile-van, https://www.facebook.com/CommunityHealthcareNetwork, https://www.twitter.com/chnnyc",
,"890 Garrison Ave","Destination Tomorrow",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"646-723-3325",,"472",,"Destination Tomorrow",,"NY",,"10474"
,"34-33 Junction Boulevard","NYC DOHMH TB Control",,"MANHATTAN",,,"JACKSON HEIGHTS","TRUE",,"8:30 AM - 5:00 PM","8:30 AM - 8:00 PM","8:30 AM - 4:30 PM","CLOSED","8:30 AM - 8:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","Appointment required","FALSE",,,,"(718) 476-7635",,"72",,"Corona Chest Center Clinic",,"NY",,"11372"
,"528 Morris Ave.","Narco Freedom",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,,,"560",,"Narco Freedom - Morris Ave.",,"NY",,"10451"
,"60 Madison Ave","Community Healthcare Network",,"MANHATTAN",,"5th Floor","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 545-2439",,"530",,"Community Healthcare Network - Administration Office",,"NY","http://www.chnnyc.org/","10010"
,"514 Bay Street","Project Hospitality",,"STATEN ISLAND",,,"STATEN ISLAND","TRUE",,"24 Hrs","24 Hrs","24 Hrs","24 Hrs","24 Hrs","24 Hrs","24 Hrs","Appointment required","FALSE",,,,"(646) 235-3078","Clients under 18 must present a written consent signed by a parent or legal guardian.","186",,"Project Hospitality Community Service Center Clinic",,"NY","http://www.projecthospitality.org","10301"
,"14-32 West 118th Street","The Children's Aid Society - Milbank Clinic","13 to 19.","MANHATTAN",,,"NEW YORK","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","12:00 PM - 6:45 PM","12:00 PM - 8:00 PM","9:00 AM - 5:00 PM","Appointment preferred","TRUE",,,,"(212) 369-8339",,"217","Spanish","The Children's Aid Society - Milbank Clinic",,"NY",,"10026"
,"1873 Eastern Parkway","MIC Women's Health Center","13 and over.","BROOKLYN",,,"BROOKLYN","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment preferred","TRUE",,,,"(718) 498-1001","Personal ID is required.","141","Portuguese","MIC Women's Health Services - Eastern Parkway",,"NY",,"11233"
,,"The HIV Center for Clinical and Behavioral Studies at the New York State Psychiatric Institute and Columbia University",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"436",,"The HIV Center for Clinical and Behavioral Studies at the New York State Psychiatric Institute and Columbia University",,,,
,"279 East 3rd Street","William F. Ryan Community Health Network",,"MANHATTAN",,,"New York","FALSE",,,,,,,,,,"FALSE",,,,,,"804",,"Ryan-NENA Community Health Center",,"NY",,"10009"
,"919 Gates Avenue","Brooklyn Rescue Mission",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"745",,"Brooklyn Rescue Mission",,"NY",,"11221"
,"1309 Fulton Avenue","NYC DOHMH STD Control","13 and over.","BRONX","C	linic offering HIV testing and other medical services. Information subject to change. Please call ahead.","2nd Floor","BRONX","TRUE",,"8:30 AM - 3:30 PM","8:30 AM - 3:30 PM","CLOSED","CLOSED","8:30 AM - 3:30 PM","8:30 AM - 3:30 PM","8:30 AM - 3:30 PM","Walk-ins welcome","TRUE",,,,"N/A",,"169","English","Morrisania STD Clinic",,"NY",,"10456"
,"1510 Waters Place","Albert Einstein College of Medicine","18 and over.","BRONX",,,"BRONX","FALSE",,"6:00 AM - 4:00 PM","6:00 AM - 4:00 PM","7:30 AM - 12:00 PM","CLOSED","6:00 AM - 4:00 PM","6:00 AM - 4:00 PM","6:00 AM - 4:00 PM","Walk-ins welcome","FALSE",,,,"(718) 409-9450","Personal ID is not required but may allow quicker access to services.","10",,"AECOM Waters Place Clinic","Yes","NY","http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708","10461"
,"2604 Third Avenue","All Med Medical & Rehabilitation Centers",,"BRONX",,,"BRONX","FALSE",,"8:00AM - 7:00PM","8:00AM - 7:00PM","8:00AM - 2:00PM","CLOSED","8:00AM - 7:00PM","8:00AM - 7:00PM","8:00AM - 7:00PM",,"FALSE",,,,"718-292-0100",,"464",,"All Med Medical & Rehabilitation Centers - Third Avenue",,"NY","http://www.allmedhealth.com/","10454"
,"4234 Bronx Boulevard","Montefiore Medical Center","13 and over. Parental consent not required.","BRONX",,"2nd Floor","BRONX","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","8:00 AM - 12:00 PM","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(347) 341-4300","Personal ID is not required but may allow quicker access to services.","154",,"Montefiore North Ambulatory Care Center","Yes","NY",,"10466"
,"3230 Bainbridge Avenue","Montefiore Medical Center","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"CLOSED","1:00 PM - 6:00 PM","CLOSED","CLOSED","CLOSED","1:00 PM - 6:00 PM","1:00 PM - 6:00 PM","Walk-ins welcome","FALSE",,,,"(718) 882-5482","Personal ID is not required but may allow quicker access to services.","157","Hindi, Spanish, Tagalog","Montefiore STD Center For Excellence","Yes","NY",,"10467"
,"2261 Church Avenue","Bridging Access to Care","13+ (no parental consent required for under 18)","BROOKLYN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","Yes","9am-5pm","9am-5pm",,,"9am-5pm","9am-5pm","9am-5pm","Walk-ins welcome","FALSE",,,,"347-505-5176","None","36","English","Bridging Access to Care - Church Avenue/Flatbush",,"NY","http://www.bac-ny.org/ny/index.php/about-us/office-locations/church-avenue-flatbush","11226"
,"2271 Second Avenue","Iris House",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"212-423-9049",,"111",,"Iris House East Side Office",,"NY","http://www.irishouse.org/","10035"
,"1000 10th Avenue","Mount Sinai Health System",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 523-6500",,"206",,"Mount Sinai - Roosevelt",,"NY",,"10019"
,"100 Pennsylvania Avenue","Center for Community Alternatives",,"BROOKLYN",,"2nd Floor","BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"929-234-3636",,"488",,"Center for Community Alternatives - East NY",,"NY",,"11207"
,"1601 Avenue S","HHC Homecrest Pediatric and Adolescent Health Center","13 and over.","BROOKLYN",,,"BROOKLYN","FALSE",,"8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","CLOSED","CLOSED","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","Walk-ins welcome","FALSE",,,,"(718) 339-6243",,"97",,"HHC Homecrest Pediatric and Adolescent Health Center",,"NY",,"11229"
,,"New York State Health Department",,"BRONX",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"818",,"Bronx Coalition",,,,
,"115 116th Street","Clinic - Lenox Avenue",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 961-5742",,"121",,"Lenox Avenue Health Center - Females Only",,"NY",,"10027"
,"208 W13th St.","SALGA-NYC",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,,,"498",,"SALGA-NYC",,"NY",,"10011"
,"5610 2nd Avenue","NYU Lutheran Medical Center","13 and over. Parental consent not required. Private insurances accepted.","BROOKLYN",,,"BROOKLYN","TRUE",,"8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","9:00 AM - 4:00 PM","CLOSED","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","Walk-ins welcome","FALSE","Yes","Yes",,"(718) 630-6891","Personal ID is not required but may allow quicker access to services.","132","Chinese-Mandarin","Lutheran Medical Center - Sunset Park Terrace/Women's Health Achieve Clinic","Yes","NY",,"11220"
,,"St. Mary's Healthcare System for Children",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"427",,"St. Mary's Healthcare System for Children",,,,
,"2 5th Avenue","Love Heals",,"MANHATTAN",,"#2Q","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 529-7935",,"383",,"Love Heals",,"NY",,"10011"
,"891 Myrtle Ave","Circle of Voices",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"502",,"Circle of Voices",,"NY",,
,"220 13th Street","NYU Lutheran Medical Center","13 and over. Parental consent not required.","BROOKLYN",,,"BROOKLYN","TRUE",,"8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 4:30 PM","CLOSED","8:30 AM - 8:00 PM","8:30 AM - 8:00 PM","8:30 AM - 8:00 PM","Walk-ins welcome","FALSE",,,,"(718) 832-5980","Personal ID is not required but may allow quicker access to services.","129",,"Lutheran Medical Center - Park Slope Family Health Center",,"NY",,"11215"
,"2070 Grand Concourse","BronxWorks",,"BRONX",,,"Bronx","FALSE",,,,,,,,,,"FALSE",,,,"(718) 731-3114",,"569",,"BronxWorks - Burnside Ave.",,"NY","http://www.bronxworks.org/walk-in-offices","10457"
,"4215 3rd Avenue","Community Healthcare Network","13 yrs and above","BRONX","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","2nd Floor","Bronx","TRUE","All","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","8:30 AM- 3:30 PM",,"9:00 AM- 5:00 PM","11:00 AM -7:00 PM","9:00 AM- 5:00 PM","Walk-ins welcome","TRUE",,,,"718-294-5891","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","784","English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.","Community Healthcare Network-- Tremont Health Center","Yes","NY",,"10457"
,"94-98 Manhattan Avenue","Community Healthcare Network","13 yrs and above","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"Brooklyn","TRUE","All","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM- 4:00 PM",,"9:00 AM - 5:00 PM","10:00 AM- 6:00 PM","10:00 AM- 6:00 PM","Walk-ins welcome","TRUE",,,,"718-388-0390","Photo ID or similar documentation like paystub necessary. Proof of address, proof of income, list of medicines, past health records preferred","785","English, Spanish, For more than 150 other languages using the Language Line, a live telephone translation service.","Community Healthcare Network- CABS Health Center","Yes","NY",,"11206"
,"275 7th Avenue","Mount Sinai Health System","18 and over.","MANHATTAN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"NEW YORK","TRUE","All","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment preferred","FALSE",,,,"(212) 604-1701","None required","172","English and Spanish.  All others can also be accomodated to telephone translation services.","Mount Sinai Hospital Comprehensive Health Program",,"NY","http://www.mountsinai.org","10001"
,,"New York State Health Department",,"BROOKLYN",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"817",,"Brooklyn Coalition",,,,
,,"NYC DOHMH",,"MANHATTAN",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"836",,"Gotham Center-Manhattan",,,,
